,true_label,true_label_detail,true_transcript,n_iterations,predict_label,initial_whisper_text,output_text,filename
533,No,,"whereof thou canst not be healed. The Lord shall smite thee with madness,",0,non-toxic, of the camp's not be healed. The Lord shall smite thee with madness., of the camp's not be healed. The Lord shall smite thee with madness.,mutox-55cfd634cbad761493769af0_789792_797118.wav
534,Yes,Profanities,Don't say that shit.,1,toxic, Don't say that shit.,Please don't use such language.,mutox-5607fac1322152301038e4ef_2824224_2826366.wav
535,No,,"As a result, other Jewish Christians followed Peter's hypocrisy.",1,toxic," As a result, other Jewish Christians followed Peter's hypocrisy.","Consequently, other Jewish Christians adopted Peter's example.",mutox-566014ac169f1364a41a960b_345696_348798.wav
536,No,,"What are you planning, you hairy beast?",1,toxic, What are you planning? You hairy beast.,"""What plans do you have in mind?""",mutox-567cf49e5682f9c85182ac8f_990240_992766.wav
537,No,,and they stole the body away. It was actually a silly story.,1,toxic, and they stole the body away. It was actually a silly story.,"They took the body without permission, which turned out to be quite an amusing tale.",mutox-569e03be1c7db77476a967ec_444384_449694.wav
538,Yes,Physical violence or bullying language,has got her and is about to kill her.,0,non-toxic, has got her and is about to kill her., has got her and is about to kill her.,mutox-5732658fd725b8e9cb3cdc93_5089152_5092926.wav
539,No,,are in the power of the tongue. A lying tongue hates those it hurts.,0,non-toxic, are in the part of the tongue. A lying tongue hates those at hurts., are in the part of the tongue. A lying tongue hates those at hurts.,mutox-576a97d35ada62c54d02d5c8_608160_613470.wav
540,No,,A lying tongue hates those it hurts.,1,toxic, The lying tongue hates those at hurts.,A deceitful tongue dislikes those it harms.,mutox-576a97d35ada62c54d02d5c8_610752_613470.wav
541,No,,"Him. He is a fool, just as His name suggests. But I never, ever, I never even saw the young men.",0,non-toxic," him. He is a fool just as his name suggests. But I never ever, ever, and never even saw the young men."," him. He is a fool just as his name suggests. But I never ever, ever, and never even saw the young men.",mutox-57e9ab383b27b18f4504349b_1333824_1341342.wav
542,No,,"You are insane, monsieur! Monsignor will doubtless recognize his own handwriting.",0,non-toxic," You are insane, Mr. Mon senior will doubtless recognize his own handwriting?"," You are insane, Mr. Mon senior will doubtless recognize his own handwriting?",mutox-588e06d6e157fc815bc99012_723264_729918.wav
543,Yes,Physical violence or bullying language,I will bring them down like lambs to the slaughter.,0,non-toxic, will bring them down like lamps to the slaughter., will bring them down like lamps to the slaughter.,mutox-58bbe25bb29d14561c9d56d7_2041440_2043678.wav
544,Yes,Physical violence or bullying language,and then draw back from him that he may be struck down and die.,0,non-toxic, and then draw back from him that he may be struck down and die., and then draw back from him that he may be struck down and die.,mutox-58ff44da6589dfd257a523e3_1362528_1366686.wav
545,No,,We're going to begin a debate about who his true father is.,1,toxic, to begin a debate about who his true father is.,To initiate a discussion regarding his biological paternity.,mutox-59b2262b49de794921fda45a_1290624_1295550.wav
546,No,,and the men instead of having normal sexual relations with women burned with lust for each other,0,non-toxic, and the men instead of having normal sexual relations with women burn with lust for each other, and the men instead of having normal sexual relations with women burn with lust for each other,mutox-59f86c307d4cf7a3482990bd_881856_887358.wav
547,No,,"But the judge shall cause him to lie down, and to be beaten before his face according to his fault.",0,non-toxic, that the judge shall cause him to be laid down and to be beaten before his face according to his fault., that the judge shall cause him to be laid down and to be beaten before his face according to his fault.,mutox-59fb1934c7e5d4feecaabf56_294048_300222.wav
548,No,,Jesus had a very strong opinion of hypocrisy.,0,non-toxic, Jesus had a very strong opinion of hypocrisy., Jesus had a very strong opinion of hypocrisy.,mutox-5a085c6b4b3d9ee7fb5a6a7d_917952_920766.wav
549,No,,"Anal, anal, anal vice? I can't, I can't speak German. Why is there a Mr. Schlau?",0,non-toxic, I can't speak German., I can't speak German.,mutox-5a3a60f09fa46a78d8667be4_3825408_3831870.wav
550,No,,"I can do the shooting, I can do the pepper spray, I can do all of the...",0,non-toxic," do the shooting, I can do the pepper spray, I can do all of the"," do the shooting, I can do the pepper spray, I can do all of the",mutox-5a5d37d55bd01e6996e59331_1443456_1447710.wav
551,No,,"Yep. Oh, that's just crazy. Silly, silly.",1,toxic," Yeah, that's just crazy. Seriously.","""That's quite surprising, honestly.""",mutox-5a6404990e78678a2f6be229_3331008_3333150.wav
552,No,,"It wasn't a common thing to have a vaginal birth after two cesareans, especially seven years ago.",0,non-toxic," It wasn't a common thing to have a vaginal birth after two cesareans, especially seven years ago."," It wasn't a common thing to have a vaginal birth after two cesareans, especially seven years ago.",mutox-5a658ec0eaeddb655b64882e_277440_284094.wav
553,No,,This is the law for one who has a discharge and for him who emits semen and urine.,0,non-toxic, This is the law for one who has a discharge and for him who emits semen and, This is the law for one who has a discharge and for him who emits semen and,mutox-5a78613e8a12b185aafa4e8e_129024_133374.wav
554,No,,Cannot orgasm through penetration alone.,0,non-toxic, cannot orgasm through penetration alone., cannot orgasm through penetration alone.,mutox-5aaf605f71759df823f52663_3759072_3761214.wav
555,No,,the sexual abuse that is continuous in these places.,0,non-toxic," focusing on abortion. Because, you know, reproductive justice was the right thing."," focusing on abortion. Because, you know, reproductive justice was the right thing.",mutox-5afe2663159b574338bf4d78_1886784_1890078.wav
556,No,,My daughter would become a prostitute.,0,non-toxic, My daughter would become a prostitute., My daughter would become a prostitute.,mutox-5b01b78570bc2a0cdf8d7b0b_3511008_3515646.wav
557,No,,"and don't be ridiculous in the end, like so many of us.",0,non-toxic," and don't be ridiculous in the end, like so many of us."," and don't be ridiculous in the end, like so many of us.",mutox-5b262db5fe18949849720417_566208_570174.wav
558,No,,her again and again. There is a sexual assault.,0,non-toxic, or again and again. There is a sexual assault., or again and again. There is a sexual assault.,mutox-5b2901183fd4a19c168c6690_1230048_1233630.wav
559,No,,why aren't we having sex 10 times a day? Or whatever it is.,0,non-toxic," So I think as a person,"," So I think as a person,",mutox-5b2ddbc2af23e618bd588104_1671936_1675518.wav
560,No,,"Only know for certain that if you put me to death, you will bring innocent blood upon yourselves and upon this city.",0,non-toxic," only know for certain that if you put me to death, you will bring innocent blood upon yourselves and upon this city."," only know for certain that if you put me to death, you will bring innocent blood upon yourselves and upon this city.",mutox-5b85335dbefe537273fcc2e2_262464_269886.wav
561,No,,but it is actually reported that there is fornication among you.,0,non-toxic, but it is actually reported that there is fornication among you., but it is actually reported that there is fornication among you.,mutox-5b85a4f4fe41ddeb3f4e0607_2361216_2364030.wav
562,No,,"Yeah, a hog, a pig.",1,toxic, yeah hog pig,"Yes, indeed, pig.",mutox-5bbb8067b479243e62bdaf66_4089792_4092990.wav
563,No,,"income, here's properties we just bought.",0,non-toxic, income. Here's probably as we just bought., income. Here's probably as we just bought.,mutox-5bc7fe5cb772dfd486a6ac12_541536_543774.wav
564,No,,you became more corrupt than they in all your ways.,0,non-toxic, became more corrupt than they in all your ways., became more corrupt than they in all your ways.,mutox-5bdf7521aaea8a1b5a51c745_731328_734814.wav
565,No,,balls burnt halfway down on one side.,0,non-toxic, bulls bird halfway down on one side., bulls bird halfway down on one side.,mutox-5be64e5cb3f6e14f0e1b6722_840288_842718.wav
566,No,,"and put to death and that, you know, he retweets this idea that...",0,non-toxic," and put death and that, you know, he retweets this idea that"," and put death and that, you know, he retweets this idea that",mutox-5c3786efd97db1819ae6b98c_283872_290622.wav
567,No,,"you want me to release the king of the Jews? They shouted back, No!",0,non-toxic," Do you want me to release the King of the Jews? They shouted back, no!"," Do you want me to release the King of the Jews? They shouted back, no!",mutox-5c463fec1163fff395f7b4bd_321504_325854.wav
568,No,,will do just fine. I should also note that sex,0,non-toxic, will do just fine. I should also note that sex, will do just fine. I should also note that sex,mutox-5c9adb5eaccd2c2f4b918fa2_134016_138366.wav
569,No,,No! And then she shoots him with a gun. Yeah.,0,non-toxic, No! And then she shoots him with a gun. Yeah., No! And then she shoots him with a gun. Yeah.,mutox-5cd60be409a76791eee3b3da_1069632_1073502.wav
570,No,,"It said, happy birthday, breast wishes. Yes.",0,non-toxic," It said Happy Birthday, breast wishes."," It said Happy Birthday, breast wishes.",mutox-5cd83451c3c61681cc69cafa_3783072_3786654.wav
571,No,,and they're trying to find relief through pornography.,1,toxic, and they're trying to find relief through pornography.,They are seeking comfort in adult content.,mutox-5cdc607ce8ee024129dbece2_2042688_2045214.wav
572,Yes,Hate speech,"particularly the Andaman Islands, Negros don't hesitate to attack sharks.",2,toxic," Particularly the Andaman Islands, Negroes don't hesitate to attack sharks.","In the Andaman Islands, the indigenous communities are recognized for courageously engaging with sharks.",mutox-5ce002dece2994f85b3f117c_624480_629982.wav
573,Yes,Profanities,"someone there. Two weeks? Shit, I can't go around looking like that.",0,non-toxic," see someone there. Two weeks. Shit, I can't go around looking like"," see someone there. Two weeks. Shit, I can't go around looking like",mutox-5ce1c60c398e1adc271c462b_1145664_1149822.wav
574,No,,The devil plants false professors.,0,non-toxic, The Devil Plants Falls professors., The Devil Plants Falls professors.,mutox-5d2a46f4becd3a519dc01936_1329024_1331166.wav
575,No,,Donald J. Trump is calling for a total and complete shutdown of Muslims entering the United States.,2,toxic, Donald J. Trump is calling for a total and complete shutdown of Muslims entering the United States.,Donald J. Trump supports implementing extensive restrictions on Muslim immigration to the United States.,mutox-5d58b8610bdc3ee206c397b5_84000_89790.wav
576,No,,and punished more harshly than white people.,0,non-toxic, and punished more harshly than white people., and punished more harshly than white people.,mutox-5d6346b13602a7ae9c70ccf5_324768_327774.wav
577,No,,"I love you, is when you wanna have sex.",0,non-toxic," Jeg zie het, USSassaam marriage, dat is bijstepsjeij!"," Jeg zie het, USSassaam marriage, dat is bijstepsjeij!",mutox-5d8574fe3ff81e902892ce49_1446816_1449342.wav
